Geography,Geography code,Week,CauseOfDeath,PlaceOfDeath,RegistrationOrOccurrence,death2020
Redbridge,E09000026,Week 45,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 45,COVID 19,Hospital,Occurrences,7
Redbridge,E09000026,Week 45,COVID 19,Hospital,Registrations,10
Redbridge,E09000026,Week 45,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 45,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 46,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 46,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 46,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 46,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 46,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 46,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 46,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 46,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 46,COVID 19,Hospital,Occurrences,9
Redbridge,E09000026,Week 46,COVID 19,Hospital,Registrations,9
Redbridge,E09000026,Week 46,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 46,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 47,COVID 19,Care home,Occurrences,3
Redbridge,E09000026,Week 47,COVID 19,Care home,Registrations,2
Redbridge,E09000026,Week 47,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 47,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 47,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 47,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 47,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 47,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 47,COVID 19,Hospital,Occurrences,14
Redbridge,E09000026,Week 47,COVID 19,Hospital,Registrations,13
Redbridge,E09000026,Week 47,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 47,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 48,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 48,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 48,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 48,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 48,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 48,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 48,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 48,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 48,COVID 19,Hospital,Occurrences,10
Redbridge,E09000026,Week 48,COVID 19,Hospital,Registrations,9
Redbridge,E09000026,Week 48,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 48,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 49,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 49,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 49,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 49,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 49,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 49,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 49,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 49,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 49,COVID 19,Hospital,Occurrences,15
Redbridge,E09000026,Week 49,COVID 19,Hospital,Registrations,15
Redbridge,E09000026,Week 49,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 49,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 5,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 5,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 5,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 5,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 5,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 5,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 5,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 5,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 5,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 5,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 5,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 5,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 50,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 50,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 50,COVID 19,Elsewhere,Occurrences,1
Redbridge,E09000026,Week 50,COVID 19,Elsewhere,Registrations,1
Redbridge,E09000026,Week 50,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 50,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 50,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 50,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 50,COVID 19,Hospital,Occurrences,16
Redbridge,E09000026,Week 50,COVID 19,Hospital,Registrations,10
Redbridge,E09000026,Week 50,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 50,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 51,COVID 19,Care home,Occurrences,1
Redbridge,E09000026,Week 51,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 51,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 51,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 51,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 51,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 51,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 51,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 51,COVID 19,Hospital,Occurrences,18
Redbridge,E09000026,Week 51,COVID 19,Hospital,Registrations,20
Redbridge,E09000026,Week 51,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 51,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 52,COVID 19,Care home,Occurrences,2
Redbridge,E09000026,Week 52,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 52,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 52,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 52,COVID 19,Home,Occurrences,1
Redbridge,E09000026,Week 52,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 52,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 52,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 52,COVID 19,Hospital,Occurrences,24
Redbridge,E09000026,Week 52,COVID 19,Hospital,Registrations,17
Redbridge,E09000026,Week 52,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 52,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 53,COVID 19,Care home,Occurrences,2
Redbridge,E09000026,Week 53,COVID 19,Care home,Registrations,1
Redbridge,E09000026,Week 53,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 53,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 53,COVID 19,Home,Occurrences,12
Redbridge,E09000026,Week 53,COVID 19,Home,Registrations,1
Redbridge,E09000026,Week 53,COVID 19,Hospice,Occurrences,2
Redbridge,E09000026,Week 53,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 53,COVID 19,Hospital,Occurrences,46
Redbridge,E09000026,Week 53,COVID 19,Hospital,Registrations,27
Redbridge,E09000026,Week 53,COVID 19,Other communal establishment,Occurrences,1
Redbridge,E09000026,Week 53,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 6,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 6,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 6,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 6,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 6,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 6,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 6,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 6,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 6,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 6,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 6,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 6,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 7,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 7,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 7,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 7,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 7,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 7,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 7,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 7,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 7,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 7,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 7,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 7,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 8,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 8,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 8,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 8,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 8,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 8,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 8,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 8,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 8,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 8,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 8,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 8,COVID 19,Other communal establishment,Registrations,0
Redbridge,E09000026,Week 9,COVID 19,Care home,Occurrences,0
Redbridge,E09000026,Week 9,COVID 19,Care home,Registrations,0
Redbridge,E09000026,Week 9,COVID 19,Elsewhere,Occurrences,0
Redbridge,E09000026,Week 9,COVID 19,Elsewhere,Registrations,0
Redbridge,E09000026,Week 9,COVID 19,Home,Occurrences,0
Redbridge,E09000026,Week 9,COVID 19,Home,Registrations,0
Redbridge,E09000026,Week 9,COVID 19,Hospice,Occurrences,0
Redbridge,E09000026,Week 9,COVID 19,Hospice,Registrations,0
Redbridge,E09000026,Week 9,COVID 19,Hospital,Occurrences,0
Redbridge,E09000026,Week 9,COVID 19,Hospital,Registrations,0
Redbridge,E09000026,Week 9,COVID 19,Other communal establishment,Occurrences,0
Redbridge,E09000026,Week 9,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Care home,Occurrences,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Care home,Registrations,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Home,Registrations,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Hospital,Occurrences,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Hospital,Registrations,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 1,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Care home,Occurrences,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Care home,Registrations,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Home,Registrations,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Hospital,Occurrences,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Hospital,Registrations,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 10,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Care home,Occurrences,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Care home,Registrations,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Home,Registrations,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Hospital,Occurrences,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Hospital,Registrations,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 11,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Care home,Occurrences,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Care home,Registrations,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Home,Registrations,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Hospital,Occurrences,1
Richmond upon Thames,E09000027,Week 12,COVID 19,Hospital,Registrations,1
Richmond upon Thames,E09000027,Week 12,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 12,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Care home,Occurrences,1
Richmond upon Thames,E09000027,Week 13,COVID 19,Care home,Registrations,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Home,Registrations,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Hospital,Occurrences,7
Richmond upon Thames,E09000027,Week 13,COVID 19,Hospital,Registrations,5
Richmond upon Thames,E09000027,Week 13,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 13,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Care home,Occurrences,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Care home,Registrations,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Home,Occurrences,4
Richmond upon Thames,E09000027,Week 14,COVID 19,Home,Registrations,1
Richmond upon Thames,E09000027,Week 14,COVID 19,Hospice,Occurrences,1
Richmond upon Thames,E09000027,Week 14,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Hospital,Occurrences,21
Richmond upon Thames,E09000027,Week 14,COVID 19,Hospital,Registrations,12
Richmond upon Thames,E09000027,Week 14,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 14,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 15,COVID 19,Care home,Occurrences,6
Richmond upon Thames,E09000027,Week 15,COVID 19,Care home,Registrations,3
Richmond upon Thames,E09000027,Week 15,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 15,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 15,COVID 19,Home,Occurrences,6
Richmond upon Thames,E09000027,Week 15,COVID 19,Home,Registrations,0
Richmond upon Thames,E09000027,Week 15,COVID 19,Hospice,Occurrences,1
Richmond upon Thames,E09000027,Week 15,COVID 19,Hospice,Registrations,1
Richmond upon Thames,E09000027,Week 15,COVID 19,Hospital,Occurrences,22
Richmond upon Thames,E09000027,Week 15,COVID 19,Hospital,Registrations,15
Richmond upon Thames,E09000027,Week 15,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 15,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 16,COVID 19,Care home,Occurrences,9
Richmond upon Thames,E09000027,Week 16,COVID 19,Care home,Registrations,8
Richmond upon Thames,E09000027,Week 16,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 16,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 16,COVID 19,Home,Occurrences,1
Richmond upon Thames,E09000027,Week 16,COVID 19,Home,Registrations,5
Richmond upon Thames,E09000027,Week 16,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 16,COVID 19,Hospice,Registrations,0
Richmond upon Thames,E09000027,Week 16,COVID 19,Hospital,Occurrences,23
Richmond upon Thames,E09000027,Week 16,COVID 19,Hospital,Registrations,21
Richmond upon Thames,E09000027,Week 16,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 16,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 17,COVID 19,Care home,Occurrences,11
Richmond upon Thames,E09000027,Week 17,COVID 19,Care home,Registrations,11
Richmond upon Thames,E09000027,Week 17,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 17,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 17,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 17,COVID 19,Home,Registrations,2
Richmond upon Thames,E09000027,Week 17,COVID 19,Hospice,Occurrences,0
Richmond upon Thames,E09000027,Week 17,COVID 19,Hospice,Registrations,1
Richmond upon Thames,E09000027,Week 17,COVID 19,Hospital,Occurrences,6
Richmond upon Thames,E09000027,Week 17,COVID 19,Hospital,Registrations,20
Richmond upon Thames,E09000027,Week 17,COVID 19,Other communal establishment,Occurrences,1
Richmond upon Thames,E09000027,Week 17,COVID 19,Other communal establishment,Registrations,0
Richmond upon Thames,E09000027,Week 18,COVID 19,Care home,Occurrences,4
Richmond upon Thames,E09000027,Week 18,COVID 19,Care home,Registrations,6
Richmond upon Thames,E09000027,Week 18,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 18,COVID 19,Elsewhere,Registrations,0
Richmond upon Thames,E09000027,Week 18,COVID 19,Home,Occurrences,0
Richmond upon Thames,E09000027,Week 18,COVID 19,Home,Registrations,1
Richmond upon Thames,E09000027,Week 18,COVID 19,Hospice,Occurrences,1
Richmond upon Thames,E09000027,Week 18,COVID 19,Hospice,Registrations,1
Richmond upon Thames,E09000027,Week 18,COVID 19,Hospital,Occurrences,4
Richmond upon Thames,E09000027,Week 18,COVID 19,Hospital,Registrations,7
Richmond upon Thames,E09000027,Week 18,COVID 19,Other communal establishment,Occurrences,0
Richmond upon Thames,E09000027,Week 18,COVID 19,Other communal establishment,Registrations,1
Richmond upon Thames,E09000027,Week 19,COVID 19,Care home,Occurrences,0
Richmond upon Thames,E09000027,Week 19,COVID 19,Care home,Registrations,3
Richmond upon Thames,E09000027,Week 19,COVID 19,Elsewhere,Occurrences,0
Richmond upon Thames,E09000027,Week 19,COVID 19,Elsewhere,Registrations,0
